idx,AirQualityStation,img_path,s5p_path,Countrycode,Altitude,PopulationDensity,rural,suburban,urban,traffic,industrial,background,no2,o3,pm10
253,STA.IT1916A,STA.IT1916A/S2B_MSIL2A_20201119T101319_N0214_R022_T32TQP_20201119T120649.npy,STA.IT1916A/l3_mean_europe_2018_2020_005dg.netcdf,IT,78,391.9,0,1,0,0,0,1,21.71353019,62.46236699,23.21259843
255,STA-GR0047A,STA-GR0047A/S2B_MSIL2A_20200826T092029_N0214_R093_T34TFK_20200826T114608.npy,STA-GR0047A/l3_mean_europe_2018_2020_005dg.netcdf,GR,363,310.9,0,1,0,0,0,1,11.02217659,61.75062762,18.40947165
258,STA_ES0012R,STA_ES0012R/S2B_MSIL2A_20200215T105029_N0214_R051_T30SXJ_20200215T141800.npy,STA_ES0012R/l3_mean_europe_2018_2020_005dg.netcdf,ES,885,236,1,0,0,0,0,1,2.287083624,87.79322355,9.728291317
259,STA.DE_DENW065,STA.DE_DENW065/S2B_MSIL2A_20200601T103629_N0214_R008_T32UMB_20200601T135554.npy,STA.DE_DENW065/l3_mean_europe_2018_2020_005dg.netcdf,DE,641,245.9,1,0,0,0,0,1,15.26927081,72.44235529,17.27191881
260,STA_ES1253A,STA_ES1253A/S2B_MSIL2A_20200826T105619_N0214_R094_T30SVH_20200826T134940.npy,STA_ES1253A/l3_mean_europe_2018_2020_005dg.netcdf,ES,368,47.5,0,0,1,0,1,0,16.4098878,53.64745605,28.52641509
261,STA.DE_DENW059,STA.DE_DENW059/S2A_MSIL2A_20200805T104031_N0214_R008_T32ULB_20200805T121101.npy,STA.DE_DENW059/l3_mean_europe_2018_2020_005dg.netcdf,DE,50,2791.3,0,1,0,0,0,1,31.74038387,47.44400518,21.34712758
267,STA-BG0070A,STA-BG0070A/S2A_MSIL2A_20200831T092031_N0214_R093_T34TFN_20200831T122905.npy,STA-BG0070A/l3_mean_europe_2018_2020_005dg.netcdf,BG,1321,1015.9,1,0,0,0,0,1,5.339077779,79.22997349,16.90568965
268,STA_ES1747A,STA_ES1747A/S2B_MSIL2A_20200806T105619_N0214_R094_T30TXN_20200806T131026.npy,STA_ES1747A/l3_mean_europe_2018_2020_005dg.netcdf,ES,418,62.5,0,0,1,0,0,1,16.83931249,55.14311732,13.94581401
269,STA.DE_DEBW081,STA.DE_DEBW081/S2A_MSIL2A_20200812T103031_N0214_R108_T32UMV_20200812T131334.npy,STA.DE_DEBW081/l3_mean_europe_2018_2020_005dg.netcdf,DE,114,1849.1,0,0,1,0,0,1,21.78337021,52.2337497,16.80406996
270,STA.DE_DESN025,STA.DE_DESN025/S2B_MSIL2A_20200801T100559_N0214_R022_T33UUS_20200801T135302.npy,STA.DE_DESN025/l3_mean_europe_2018_2020_005dg.netcdf,DE,110,1996.3,0,0,1,1,0,0,38.23212046,20.21237755,23.9007811
272,STA-PT02021,STA-PT02021/S2A_MSIL2A_20190902T112111_N0213_R037_T29TNF_20190902T141358.npy,STA-PT02021/l3_mean_europe_2018_2020_005dg.netcdf,PT,741,78.5,1,0,0,0,0,1,1.605510082,77.589362,10.80396261
273,STA_ES1386A,STA_ES1386A/S2B_MSIL2A_20200106T105339_N0213_R051_T31TBE_20200106T121433.npy,STA_ES1386A/l3_mean_europe_2018_2020_005dg.netcdf,ES,106,86.2,0,1,0,0,1,0,11.69916667,70.14280593,8.715551779
274,STA.DE_DEBW031,STA.DE_DEBW031/S2A_MSIL2A_20200723T103031_N0214_R108_T32TMT_20200723T142801.npy,STA.DE_DEBW031/l3_mean_europe_2018_2020_005dg.netcdf,DE,904,192.2,1,0,0,0,0,1,4.639522855,84.17719826,9.165124021
278,STA.DE_DETH027,STA.DE_DETH027/S2A_MSIL2A_20200411T102021_N0214_R065_T32UPA_20200411T143032.npy,STA.DE_DETH027/l3_mean_europe_2018_2020_005dg.netcdf,DE,840,130.3,1,0,0,0,0,1,10.44654365,72.91183786,10.68795086
282,STA.DE_DESL019,STA.DE_DESL019/S2B_MSIL2A_20200422T103619_N0214_R008_T32ULV_20200422T140230.npy,STA.DE_DESL019/l3_mean_europe_2018_2020_005dg.netcdf,DE,339,426.9,1,0,0,0,0,1,8.82990583,66.03224671,12.72250752
283,STA-PT02020,STA-PT02020/S2A_MSIL2A_20200807T112121_N0214_R037_T29TPE_20200807T121816.npy,STA-PT02020/l3_mean_europe_2018_2020_005dg.netcdf,PT,473,34.2,1,0,0,0,0,1,4.990498812,55.50704887,12.54069347
284,STA_PL0121A,STA_PL0121A/S2B_MSIL2A_20200822T094039_N0214_R036_T34UEA_20200822T115325.npy,STA_PL0121A/l3_mean_europe_2018_2020_005dg.netcdf,PL,327,152.6,1,0,0,0,0,1,5.790878616,58.61944984,22.6700303
285,STA_ES1239A,STA_ES1239A/S2B_MSIL2A_20200215T105029_N0214_R051_T30SYJ_20200215T141800.npy,STA_ES1239A/l3_mean_europe_2018_2020_005dg.netcdf,ES,11,236,0,0,1,1,0,0,35.72835715,44.82789467,3
286,STA-ME0009A,STA-ME0009A/S2B_MSIL2A_20201031T094139_N0214_R036_T34TCN_20201031T123521.npy,STA-ME0009A/l3_mean_europe_2018_2020_005dg.netcdf,ME,629,45.7,0,0,1,0,0,1,16.06074194,54.99929493,41.249375
289,STA-MK0048A,STA-MK0048A/S2A_MSIL2A_20201122T093321_N0214_R136_T34TEM_20201122T122223.npy,STA-MK0048A/l3_mean_europe_2018_2020_005dg.netcdf,MK,255,347.4,0,0,1,0,0,1,17.24461775,39.21623528,54.24175615
292,STA.IT2153A,STA.IT2153A/S2B_MSIL2A_20201119T101319_N0214_R022_T32TPP_20201119T120649.npy,STA.IT2153A/l3_mean_europe_2018_2020_005dg.netcdf,IT,41,290.1,0,0,1,0,0,1,18.53798768,53.04322802,22.03107345
293,STA-FR30020,STA-FR30020/S2B_MSIL2A_20200731T103629_N0214_R008_T31UFQ_20200731T140558.npy,STA-FR30020/l3_mean_europe_2018_2020_005dg.netcdf,FR,200,29.7,0,0,1,0,0,1,16.20758234,49.35474962,14.72184864
294,STA_ES1640A,STA_ES1640A/S2B_MSIL2A_20201227T111359_N0214_R137_T30STG_20201227T131730.npy,STA_ES1640A/l3_mean_europe_2018_2020_005dg.netcdf,ES,68,140.3,0,0,1,0,0,1,17.13721683,35,21.77118644
296,STA.IT1877A,STA.IT1877A/S2B_MSIL2A_20200807T102559_N0214_R108_T32TLQ_20200807T132026.npy,STA.IT1877A/l3_mean_europe_2018_2020_005dg.netcdf,IT,260,333.8,0,0,1,0,0,1,31.33913145,41.13294057,29.21943574
297,STA_PL0138A,STA_PL0138A/S2B_MSIL2A_20200726T095029_N0214_R079_T34UEB_20200726T123818.npy,STA_PL0138A/l3_mean_europe_2018_2020_005dg.netcdf,PL,159,106.3,0,0,1,0,0,1,23.16863755,43.87954841,38.04795793
300,STA-CH0003R,STA-CH0003R/S2A_MSIL2A_20200531T102031_N0214_R065_T32TMT_20200531T134031.npy,STA-CH0003R/l3_mean_europe_2018_2020_005dg.netcdf,CH,538,319.9,1,0,0,0,0,1,11.97966768,58.20639329,13.02563315
303,STA-CH0033A,STA-CH0033A/S2A_MSIL2A_20200819T102031_N0214_R065_T32TMS_20200819T131359.npy,STA-CH0033A/l3_mean_europe_2018_2020_005dg.netcdf,CH,203,129.4,1,0,0,0,0,1,15.97585935,51.96618314,16.02470939
304,STA-RO0099A,STA-RO0099A/S2B_MSIL2A_20200428T092029_N0214_R093_T34TGQ_20200428T122503.npy,STA-RO0099A/l3_mean_europe_2018_2020_005dg.netcdf,RO,278,86,0,0,1,0,0,1,20.02975546,43.83129147,16.99901695
311,STA.DE_DEBW112,STA.DE_DEBW112/S2B_MSIL2A_20200807T102559_N0214_R108_T32UMU_20200807T132026.npy,STA.DE_DEBW112/l3_mean_europe_2018_2020_005dg.netcdf,DE,466,632,0,1,0,0,0,1,13.8389951,57.49268498,14.54582468
315,STA-LU0105A,STA-LU0105A/S2A_MSIL2A_20200805T104031_N0214_R008_T31UGR_20200805T121101.npy,STA-LU0105A/l3_mean_europe_2018_2020_005dg.netcdf,LU,319,235.1,1,0,0,0,0,1,9.116990809,64.60265944,19.35553089
317,STA-FR36019,STA-FR36019/S2A_MSIL2A_20200825T104031_N0214_R008_T31TFK_20200825T151314.npy,STA-FR36019/l3_mean_europe_2018_2020_005dg.netcdf,FR,150,79.1,0,0,1,0,0,1,12.99744516,57.502213,16.76666234
318,STA_ES1443A,STA_ES1443A/S2B_MSIL2A_20200727T105619_N0214_R094_T30TVM_20200727T144035.npy,STA_ES1443A/l3_mean_europe_2018_2020_005dg.netcdf,ES,929,24.9,0,0,1,0,0,1,7.868539716,58.96615278,14.54594954
320,STA.DE_DETH095,STA.DE_DETH095/S2B_MSIL2A_20200409T102559_N0214_R108_T32UNB_20200409T140105.npy,STA.DE_DETH095/l3_mean_europe_2018_2020_005dg.netcdf,DE,215,105.5,0,0,1,0,0,1,17.58901493,53.47835225,16.85961445
325,STA.IT1365A,STA.IT1365A/S2B_MSIL2A_20201216T100329_N0214_R122_T33TUH_20201216T122746.npy,STA.IT1365A/l3_mean_europe_2018_2020_005dg.netcdf,IT,156,107.3,0,0,1,0,0,1,18.23455352,59.30415979,30.17765043
330,STA.07.2710,STA.07.2710/S2A_MSIL2A_20200905T101031_N0214_R022_T32TPT_20200905T130252.npy,STA.07.2710/l3_mean_europe_2018_2020_005dg.netcdf,AT,985,26.9,1,0,0,0,0,1,15.68138775,53.79564078,10.92395728
332,STA-CH0013A,STA-CH0013A/S2A_MSIL2A_20200531T102031_N0214_R065_T32TMT_20200531T134031.npy,STA-CH0013A/l3_mean_europe_2018_2020_005dg.netcdf,CH,445,914.5,0,0,1,1,0,0,28.48426229,51.38145055,17.98547989
333,STA-FR31001,STA-FR31001/S2B_MSIL2A_20200806T105619_N0214_R094_T30TXQ_20200806T131026.npy,STA-FR31001/l3_mean_europe_2018_2020_005dg.netcdf,FR,3,162.6,0,0,1,0,0,1,15.11674131,57.67732189,16.71050885
335,HR_DOC_TYPE_D_STA_RH0113,HR_DOC_TYPE_D_STA_RH0113/S2A_MSIL2A_20200402T095031_N0214_R079_T33TWK_20200402T111810.npy,HR_DOC_TYPE_D_STA_RH0113/l3_mean_europe_2018_2020_005dg.netcdf,HR,0,8.5,1,0,0,0,0,1,4.02275571,59.11286119,14.11827284
337,STA-SE38350,STA-SE38350/S2A_MSIL2A_20200325T103021_N0214_R108_T33UUB_20200325T144818.npy,STA-SE38350/l3_mean_europe_2018_2020_005dg.netcdf,SE,40,123.4,0,0,1,1,0,0,13.37669397,55.65057749,16.49215034
338,STA.CZ_PPLV,STA.CZ_PPLV/S2B_MSIL2A_20200920T100649_N0214_R022_T33UUR_20200920T132321.npy,STA.CZ_PPLV/l3_mean_europe_2018_2020_005dg.netcdf,CZ,348,77.4,0,1,0,0,0,1,12.76260063,52.50709262,21.09185804
340,STA-RO0206A,STA-RO0206A/S2A_MSIL2A_20200828T090601_N0214_R050_T35TNL_20200828T114933.npy,STA-RO0206A/l3_mean_europe_2018_2020_005dg.netcdf,RO,52,67,1,0,0,0,0,1,12.72510233,45.87564759,20.17094955
342,STA_ES1270A,STA_ES1270A/S2B_MSIL2A_20200623T112119_N0214_R037_T29TQJ_20200623T143258.npy,STA_ES1270A/l3_mean_europe_2018_2020_005dg.netcdf,ES,18,97,0,0,1,1,0,0,28.97003788,44.6833644,25.33162373
343,STA_ES1990A,STA_ES1990A/S2B_MSIL2A_20200112T111329_N0213_R137_T29TQE_20200112T122412.npy,STA_ES1990A/l3_mean_europe_2018_2020_005dg.netcdf,ES,985,27.2,1,0,0,0,0,1,1.130764671,82.92562574,16.84319527
345,STA-PT03089,STA-PT03089/S2A_MSIL2A_20200830T113321_N0214_R080_T29SMC_20200830T142737.npy,STA-PT03089/l3_mean_europe_2018_2020_005dg.netcdf,PT,173,1010.7,0,0,1,0,0,1,13.05840532,69.63044783,18.17192558
347,STA.DE_DENI054,STA.DE_DENI054/S2B_MSIL2A_20200419T102549_N0214_R108_T32UND_20200419T140808.npy,STA.DE_DENI054/l3_mean_europe_2018_2020_005dg.netcdf,DE,85,510.7,0,0,1,0,0,1,18.73510673,56.96600543,16.67238974
349,STA_ES1423A,STA_ES1423A/S2B_MSIL2A_20200813T104629_N0214_R051_T30SXG_20200813T133458.npy,STA_ES1423A/l3_mean_europe_2018_2020_005dg.netcdf,ES,80,131.1,0,1,0,0,1,0,13.77262488,61.8863663,24.92272783
350,STA-RO0165A,STA-RO0165A/S2B_MSIL2A_20200710T093039_N0214_R136_T34TFT_20200710T120649.npy,STA-RO0165A/l3_mean_europe_2018_2020_005dg.netcdf,RO,290,73.5,0,0,1,0,1,0,8.799877981,51.68351056,18.2629885
351,STA.IT1692A,STA.IT1692A/S2A_MSIL2A_20190914T102021_N0213_R065_T32TNR_20190914T140933.npy,STA.IT1692A/l3_mean_europe_2018_2020_005dg.netcdf,IT,122,2078.5,0,0,1,0,0,1,38.22908406,46.47529047,30.75263005
353,STA.DE_DENI029,STA.DE_DENI029/S2B_MSIL2A_20200624T104629_N0214_R051_T31UGV_20200624T134207.npy,STA.DE_DENI029/l3_mean_europe_2018_2020_005dg.netcdf,DE,1,462.4,0,1,0,0,0,1,14.61908822,57.89982092,17.5995259
354,STA.DE_DEST015,STA.DE_DEST015/S2B_MSIL2A_20200811T100559_N0214_R022_T32UQC_20200811T133733.npy,STA.DE_DEST015/l3_mean_europe_2018_2020_005dg.netcdf,DE,75,113.2,0,1,0,0,1,0,14.51443396,56.98673713,18.74461124
355,STA_ES1989A,STA_ES1989A/S2B_MSIL2A_20200928T110739_N0214_R137_T30TUN_20200928T132501.npy,STA_ES1989A/l3_mean_europe_2018_2020_005dg.netcdf,ES,1140,29.9,1,0,0,0,0,1,4.330536131,57.05218194,16.97602436
357,STA_ES1927A,STA_ES1927A/S2B_MSIL2A_20200703T112119_N0214_R037_T30TTL_20200703T140926.npy,STA_ES1927A/l3_mean_europe_2018_2020_005dg.netcdf,ES,720,16.8,0,0,1,1,0,0,5.806229169,64.15435007,13.52186959
360,STA.CZ_TSTD,STA.CZ_TSTD/S2A_MSIL2A_20200919T095031_N0214_R079_T33UYR_20200919T115531.npy,STA.CZ_TSTD/l3_mean_europe_2018_2020_005dg.netcdf,CZ,231,226.7,1,0,0,0,0,1,15.93652759,51.40425373,31.82564043
365,STA.DE_DEUB029,STA.DE_DEUB029/S2B_MSIL2A_20200406T101559_N0214_R065_T32UPB_20200406T134514.npy,STA.DE_DEUB029/l3_mean_europe_2018_2020_005dg.netcdf,DE,937,129,1,0,0,0,0,1,4.044233281,80.32591127,13.20510615
369,STA-BETR502,STA-BETR502/S2A_MSIL2A_20200917T105031_N0214_R051_T31UFR_20200917T134757.npy,STA-BETR502/l3_mean_europe_2018_2020_005dg.netcdf,BE,135,772.2,0,1,0,0,0,1,23.01958026,45.06849721,20.67950957
370,STA_PL0504A,STA_PL0504A/S2A_MSIL2A_20200922T100031_N0214_R122_T33UXR_20200924T114821.npy,STA_PL0504A/l3_mean_europe_2018_2020_005dg.netcdf,PL,295,154.4,0,0,1,0,0,1,15.66165214,53.27040699,33.4771393
371,STA-FR09301,STA-FR09301/S2B_MSIL2A_20200915T105639_N0214_R094_T30TYS_20200915T135422.npy,STA-FR09301/l3_mean_europe_2018_2020_005dg.netcdf,FR,120,61.9,0,1,0,0,0,1,7.984157829,60.28523123,15.97001687
375,STA.02.F202,STA.02.F202/S2B_MSIL2A_20200111T100259_N0213_R122_T33TVM_20200111T124214.npy,STA.02.F202/l3_mean_europe_2018_2020_005dg.netcdf,AT,810,44.7,1,0,0,0,1,0,12.80985056,49.64133692,14.62230569
376,STA.IT1878A,STA.IT1878A/S2B_MSIL2A_20200526T101559_N0214_R065_T32TMR_20200526T135857.npy,STA.IT1878A/l3_mean_europe_2018_2020_005dg.netcdf,IT,131,82.9,0,1,0,0,0,1,21.13262787,41.54497742,25.43575419
378,STA-NL00641,STA-NL00641/S2B_MSIL2A_20200922T104649_N0214_R051_T31UFT_20200927T135033.npy,STA-NL00641/l3_mean_europe_2018_2020_005dg.netcdf,NL,-1,926.1,1,0,0,1,0,0,27.81228949,39.3879227,21.99432693
379,STA.DE_DEHE046,STA.DE_DEHE046/S2B_MSIL2A_20200409T102559_N0214_R108_T32UMC_20200409T140105.npy,STA.DE_DEHE046/l3_mean_europe_2018_2020_005dg.netcdf,DE,343,85.7,1,0,0,0,0,1,8.800493347,65.73245506,15.36709396
380,STA_ES1671A,STA_ES1671A/S2B_MSIL2A_20200215T105029_N0214_R051_T30SXJ_20200215T141800.npy,STA_ES1671A/l3_mean_europe_2018_2020_005dg.netcdf,ES,430,236,1,0,0,0,0,1,3.934651356,69.43151005,15.26076445
383,STA_ES1651A,STA_ES1651A/S2B_MSIL2A_20200623T112119_N0214_R037_T29TQJ_20200623T143258.npy,STA_ES1651A/l3_mean_europe_2018_2020_005dg.netcdf,ES,205,97,0,0,1,1,0,0,16.21126591,40.19396814,22.44139024
392,STA-EE0022A,STA-EE0022A/S2B_MSIL2A_20200809T093039_N0214_R136_T35VNF_20200809T112625.npy,STA-EE0022A/l3_mean_europe_2018_2020_005dg.netcdf,EE,25,41.1,0,0,1,0,0,1,8.396082258,55.42866242,12.91
394,STA.10.VOR1,STA.10.VOR1/S2A_MSIL2A_20200707T101031_N0214_R022_T33TUM_20200707T135316.npy,STA.10.VOR1/l3_mean_europe_2018_2020_005dg.netcdf,AT,1010,30.6,1,0,0,0,0,1,2.472240898,72.07044561,7.818128277
396,STA.IT1771A,STA.IT1771A/S2A_MSIL2A_20200408T101021_N0214_R022_T32TPQ_20200408T161405.npy,STA.IT1771A/l3_mean_europe_2018_2020_005dg.netcdf,IT,34,262.7,0,0,1,0,0,1,32.23459332,61.6277289,30.37540453
397,STA-RO0187A,STA-RO0187A/S2A_MSIL2A_20200702T092031_N0214_R093_T34TGS_20200702T114806.npy,STA-RO0187A/l3_mean_europe_2018_2020_005dg.netcdf,RO,320,74.1,0,0,1,0,1,0,20.51369396,43.50184442,22.41624657
398,STA.IT1965A,STA.IT1965A/S2A_MSIL2A_20190914T102021_N0213_R065_T32TNR_20190914T140933.npy,STA.IT1965A/l3_mean_europe_2018_2020_005dg.netcdf,IT,76,300.2,0,0,1,0,0,1,29.76674821,51.95802047,30.99688392
401,STA-RO0087A,STA-RO0087A/S2B_MSIL2A_20200813T090559_N0214_R050_T35TNN_20200813T120227.npy,STA-RO0087A/l3_mean_europe_2018_2020_005dg.netcdf,RO,49,146.8,0,1,0,0,0,1,17.02053451,49.10366209,31.21984568
402,STA.CZ_BBNY,STA.CZ_BBNY/S2A_MSIL2A_20200922T100031_N0214_R122_T33UXQ_20200924T114821.npy,STA.CZ_BBNY/l3_mean_europe_2018_2020_005dg.netcdf,CZ,241,168.6,0,1,0,0,0,1,14.58239206,60.52247462,26.51084835
403,STA.IT1529A,STA.IT1529A/S2B_MSIL2A_20200807T102559_N0214_R108_T32TLQ_20200807T132026.npy,STA.IT1529A/l3_mean_europe_2018_2020_005dg.netcdf,IT,550,85.4,0,0,1,0,0,1,22.5462497,55.50700792,21
405,STA_PL0503A,STA_PL0503A/S2B_MSIL2A_20200328T095029_N0214_R079_T33UYT_20200328T122832.npy,STA_PL0503A/l3_mean_europe_2018_2020_005dg.netcdf,PL,132,115.6,0,0,1,0,0,1,18.17714835,56.41660212,30.04369146
409,STA-FR14010,STA-FR14010/S2B_MSIL2A_20200721T103629_N0214_R008_T31UEQ_20200721T142714.npy,STA-FR14010/l3_mean_europe_2018_2020_005dg.netcdf,FR,91,69.6,0,1,0,0,0,1,14.15979047,52.76483357,18.21264213
415,STA-NL00644,STA-NL00644/S2B_MSIL2A_20200922T104649_N0214_R051_T31UFT_20200927T135033.npy,STA-NL00644/l3_mean_europe_2018_2020_005dg.netcdf,NL,1,926.1,1,0,0,0,0,1,17.19943947,47.55189452,20.13008834
416,STA_ES1531A,STA_ES1531A/S2A_MSIL2A_20200913T110701_N0214_R137_T30TUN_20200913T140332.npy,STA_ES1531A/l3_mean_europe_2018_2020_005dg.netcdf,ES,650,110.4,1,0,0,0,0,1,0.254383747,71.57278305,9.448294145
417,STA.DE_DEST090,STA.DE_DEST090/S2B_MSIL2A_20200602T100559_N0214_R022_T32UQB_20200602T135324.npy,STA.DE_DEST090/l3_mean_europe_2018_2020_005dg.netcdf,DE,96,132,0,1,0,0,1,0,14.42697971,57.57768998,18.05796423
419,STA-NL00934,STA-NL00934/S2B_MSIL2A_20200624T104629_N0214_R051_T31UGV_20200624T134207.npy,STA-NL00934/l3_mean_europe_2018_2020_005dg.netcdf,NL,1,206.7,1,0,0,0,0,1,8.585926136,52.90441868,20.71864763
422,STA-BG0051A,STA-BG0051A/S2A_MSIL2A_20200131T091231_N0213_R050_T35TLG_20200131T104603.npy,STA-BG0051A/l3_mean_europe_2018_2020_005dg.netcdf,BG,166,113.3,0,0,1,0,0,1,21.75190429,41.7267171,38.96644628
423,STA.IT1328A,STA.IT1328A/S2B_MSIL2A_20200821T100559_N0214_R022_T32TQR_20200821T130423.npy,STA.IT1328A/l3_mean_europe_2018_2020_005dg.netcdf,IT,72,360.4,0,0,1,0,0,1,22.03928244,53.75082554,23.5971831
430,STA-CH0017A,STA-CH0017A/S2A_MSIL2A_20200713T103031_N0214_R108_T32TLT_20200713T132504.npy,STA-CH0017A/l3_mean_europe_2018_2020_005dg.netcdf,CH,260,5398.3,0,0,1,0,0,1,23.95287569,49.49698909,17.75880301
432,STA.DE_DENI020,STA.DE_DENI020/S2B_MSIL2A_20200807T102559_N0214_R108_T32UPD_20200807T122941.npy,STA.DE_DENI020/l3_mean_europe_2018_2020_005dg.netcdf,DE,66,608,0,1,0,0,0,1,16.33240535,57.47489602,16.44767455
433,STA.IT2144A,STA.IT2144A/S2B_MSIL2A_20200802T094039_N0214_R036_T33TXF_20200802T123333.npy,STA.IT2144A/l3_mean_europe_2018_2020_005dg.netcdf,IT,40,324.9,0,1,0,0,1,0,20.58085485,51.49688796,25.03644385
436,STA-FR22019,STA-FR22019/S2B_MSIL2A_20200422T103619_N0214_R008_T32ULV_20200422T140230.npy,STA-FR22019/l3_mean_europe_2018_2020_005dg.netcdf,FR,209,168.4,0,1,0,0,0,1,13.55932065,50.37202823,17.35338337
437,STA_ES1417A,STA_ES1417A/S2B_MSIL2A_20200803T104629_N0214_R051_T30TYM_20200803T134220.npy,STA_ES1417A/l3_mean_europe_2018_2020_005dg.netcdf,ES,488,14.1,0,0,1,1,0,0,14.08226754,61.2952882,12.28366762
438,STA-BETWOL1,STA-BETWOL1/S2A_MSIL2A_20200530T105031_N0214_R051_T31UES_20200530T134211.npy,STA-BETWOL1/l3_mean_europe_2018_2020_005dg.netcdf,BE,78,7471.5,0,1,0,1,0,0,30.52169446,36.19885886,18.50415813
440,STA-FR07009,STA-FR07009/S2A_MSIL2A_20190913T105031_N0213_R051_T31TDL_20190913T120946.npy,STA-FR07009/l3_mean_europe_2018_2020_005dg.netcdf,FR,390,82.2,0,0,1,0,0,1,19.24558789,59.77781092,13.99997538
442,STA-CH0031A,STA-CH0031A/S2A_MSIL2A_20200613T103031_N0214_R108_T32TLT_20200613T132518.npy,STA-CH0031A/l3_mean_europe_2018_2020_005dg.netcdf,CH,536,177.4,0,0,1,1,0,0,36.12733481,42.09774129,21.38983416
443,STA-LT00033,STA-LT00033/S2A_MSIL2A_20200813T100031_N0214_R122_T34UEG_20200813T113828.npy,STA-LT00033/l3_mean_europe_2018_2020_005dg.netcdf,LT,12,67.9,0,0,1,1,0,0,28.10237771,39.90488406,37.80020377
445,STA.IT0885A,STA.IT0885A/S2A_MSIL2A_20200813T100031_N0214_R122_T32TQM_20200813T113828.npy,STA.IT0885A/l3_mean_europe_2018_2020_005dg.netcdf,IT,26,823.7,0,0,1,0,0,1,19.64495154,60.33102253,18.43965517
447,STA_ES0694A,STA_ES0694A/S2B_MSIL2A_20200820T103629_N0214_R008_T31TDF_20200820T133254.npy,STA_ES0694A/l3_mean_europe_2018_2020_005dg.netcdf,ES,38,718.7,0,1,0,0,0,1,32.63800536,37.78937175,22.88124927
449,STA.IT1590A,STA.IT1590A/S2B_MSIL2A_20200821T100559_N0214_R022_T32TQR_20200821T130423.npy,STA.IT1590A/l3_mean_europe_2018_2020_005dg.netcdf,IT,15,360.4,0,0,1,0,0,1,28.50133657,55.90226112,30.32102273
451,STA-FR07058,STA-FR07058/S2A_MSIL2A_20200719T105031_N0214_R051_T31TDM_20200719T134605.npy,STA-FR07058/l3_mean_europe_2018_2020_005dg.netcdf,FR,203,45.6,0,0,1,0,0,1,14.64461663,51.8581398,12.18313197
452,STA.CZ_TOFF,STA.CZ_TOFF/S2A_MSIL2A_20200919T095031_N0214_R079_T33UYR_20200919T115531.npy,STA.CZ_TOFF/l3_mean_europe_2018_2020_005dg.netcdf,CZ,220,226.7,0,0,1,0,0,1,22.68451109,53.82782094,36.21781609
460,STA.IT2243A,STA.IT2243A/S2B_MSIL2A_20200913T101629_N0214_R065_T32TPR_20200913T131152.npy,STA.IT2243A/l3_mean_europe_2018_2020_005dg.netcdf,IT,48,318,0,0,1,0,0,1,25.86561854,59.88430311,30.85915493
464,STA_PL0077A,STA_PL0077A/S2A_MSIL2A_20200912T100031_N0214_R122_T33UXV_20200912T114911.npy,STA_PL0077A/l3_mean_europe_2018_2020_005dg.netcdf,PL,121,56.8,1,0,0,0,0,1,5.183876875,55.62095285,19.83321986
465,STA-CH0011A,STA-CH0011A/S2A_MSIL2A_20200819T102031_N0214_R065_T32TMS_20200819T131359.npy,STA-CH0011A/l3_mean_europe_2018_2020_005dg.netcdf,CH,280,129.4,0,0,1,0,0,1,24.78121201,57.43556491,16.90678904
468,STA.IT1463A,STA.IT1463A/S2A_MSIL2A_20190914T102021_N0213_R065_T32TNR_20190914T140933.npy,STA.IT1463A/l3_mean_europe_2018_2020_005dg.netcdf,IT,182,410.6,0,1,0,0,0,1,27.03363259,51.71509278,27.54705376
469,STA_ES0201A,STA_ES0201A/S2A_MSIL2A_20200519T112121_N0214_R037_T29TNJ_20200519T141241.npy,STA_ES0201A/l3_mean_europe_2018_2020_005dg.netcdf,ES,362,142.1,0,1,0,0,1,0,4.574973539,60.43845348,9.485724215
471,STA_ES2030A,STA_ES2030A/S2A_MSIL2A_20200821T105631_N0214_R094_T30SUF_20200821T135313.npy,STA_ES2030A/l3_mean_europe_2018_2020_005dg.netcdf,ES,39,228,0,0,1,1,0,0,27.44198207,54.24417591,33.8647436
474,STA-MT00005,STA-MT00005/S2B_MSIL2A_20200616T095029_N0214_R079_T33SVV_20200616T124447.npy,STA-MT00005/l3_mean_europe_2018_2020_005dg.netcdf,MT,2,1843.2,0,0,1,1,0,0,34.61846604,56.85801767,43.08176795
477,STA_PL0568A,STA_PL0568A/S2A_MSIL2A_20200919T095031_N0214_R079_T33UYR_20200919T115531.npy,STA_PL0568A/l3_mean_europe_2018_2020_005dg.netcdf,PL,411,286.3,0,1,0,0,0,1,14.53454925,61.89367518,25.47375765
482,STA_ES1619A,STA_ES1619A/S2B_MSIL2A_20200215T105029_N0214_R051_T30SYJ_20200215T141800.npy,STA_ES1619A/l3_mean_europe_2018_2020_005dg.netcdf,ES,11,236,0,0,1,0,0,1,23.49097214,53.91649959,19.98422713
485,STA.DE_DENW021,STA.DE_DENW021/S2B_MSIL2A_20200731T103629_N0214_R008_T31UGT_20200731T140558.npy,STA.DE_DENW021/l3_mean_europe_2018_2020_005dg.netcdf,DE,30,1173.7,0,0,1,0,1,0,27.61168424,50.49544028,22.95898535
